,ImageNumber,ObjectNumber,Metadata_Treatment,DAPI_Intensity_MaxIntensity_DAPI,DAPI_Correlation_K_A568UBF_A488FBL,A568_Intensity_MinIntensity_DAPI,DAPI_Correlation_Costes_A488FBL_A568UBF,A488_Intensity_StdIntensityEdge_A488FBL,DAPI_Intensity_LowerQuartileIntensity_A488FBL,DAPI_Texture_InfoMeas1_A488FBL_3_01_256,DAPI_Correlation_Manders_A568UBF_A488FBL,DAPI_Children_A568obj_Count,A568_Intensity_UpperQuartileIntensity_A488FBL
29,3,10,10uMmg132,0.5176470875740051,0.6923399288143166,0.0549019612371921,0.9791811888812056,0.0236802558555528,0.0352941192686557,-0.1559825438883178,0.510583959648244,11,0.1882352977991104
30,3,11,10uMmg132,0.4941176474094391,0.758633220049513,0.062745101749897,0.9901104139476208,0.0,0.039215687662363,-0.1813836491672164,0.4915866941916969,3,0.2980392277240753
31,4,1,10uMmg132,0.5686274766921997,1.1611938150706171,0.0509803928434848,0.9762292760491376,0.0322034178843364,0.0313725508749485,-0.2122942569634065,0.2561358913614138,5,0.3176470696926117
32,4,2,10uMmg132,0.5960784554481506,0.971755689027255,0.062745101749897,0.9944692574725316,0.0269642278606711,0.0431372560560703,-0.1691799813086971,0.3534134915025196,15,0.2372549027204513
33,4,3,10uMmg132,0.6666666865348816,0.6564685249375625,0.0549019612371921,0.9724669605824672,0.0166580824954485,0.0352941192686557,-0.179706482414686,0.4230883968155211,2,0.2274509817361831
34,4,4,10uMmg132,0.5686274766921997,1.2051432036355498,0.0705882385373115,0.9899389435376268,0.0249750446294823,0.039215687662363,-0.2032847670345763,0.2078342451086038,4,0.4980392381548881
35,4,5,10uMmg132,0.7490196228027344,0.9293765073493694,0.0901960805058479,0.9863902405832732,0.020475780252693,0.0352941192686557,-0.2379304364000717,0.2618078463767504,1,0.4039215743541717
36,4,6,10uMmg132,0.4705882370471954,0.7739814713718154,0.0509803928434848,0.9912498486951388,0.0250961001164821,0.039215687662363,-0.1773202564431596,0.5551338438155742,9,0.2000000029802322
37,4,7,10uMmg132,0.529411792755127,0.8505858608970539,0.062745101749897,0.9814709237838256,0.0255142907807435,0.0352941192686557,-0.1607234802111137,0.2778574504156289,13,0.1833333373069763
38,4,8,10uMmg132,0.7843137383460999,1.3324905556797628,0.1176470592617988,0.892171482953693,0.050573026855666,0.0235294122248888,-0.1210608589733897,0.141166086726643,2,0.2931372672319412
39,4,9,10uMmg132,0.6313725709915161,0.8887986610883559,0.0901960805058479,0.9910684237310192,0.0283158801215513,0.039215687662363,-0.1848420104629521,0.1681152181084028,4,0.3225490301847458
40,4,10,10uMmg132,0.658823549747467,0.5921821930504936,0.0784313753247261,0.9807770724727288,0.0312209389344863,0.0352941192686557,-0.1761471243411488,0.6554402693073471,5,0.1725490242242813
41,5,1,10uMmg132,0.7411764860153198,0.7984611000214971,0.0588235296308994,0.9896621747304324,0.0207666925913232,0.039215687662363,-0.1948664747327343,0.3738744708471808,3,0.2784313857555389
42,5,2,10uMmg132,0.6549019813537598,1.7302456238489967,0.0901960805058479,0.9779104111697532,0.0234302044432002,0.0352941192686557,-0.1940828808133324,0.2673213955808184,7,0.3921568691730499
43,5,3,10uMmg132,0.5058823823928833,1.2209873213715967,0.0549019612371921,0.9893552012616856,0.0211312428375641,0.039215687662363,-0.1906848873268765,0.2054752429550521,6,0.3294117748737335
44,5,4,10uMmg132,0.6745098233222961,0.9428440530743728,0.0745098069310188,0.989125673287785,0.0250650358558097,0.039215687662363,-0.2001930409220683,0.2489621275376365,4,0.337254911661148
45,5,5,10uMmg132,0.5921568870544434,0.9899787816041592,0.0745098069310188,0.9817359665072732,0.0285346565871352,0.039215687662363,-0.1820355776099923,0.401615234864895,6,0.3000000119209289
46,5,6,10uMmg132,0.545098066329956,0.9790460515906522,0.062745101749897,0.9829882845221536,0.0291569344061866,0.0352941192686557,-0.1548767028843805,0.2857370802149101,10,0.2823529541492462
47,5,7,10uMmg132,0.6117647290229797,0.7323329526439017,0.1019607856869697,0.985338292230748,0.0298695639429735,0.0352941192686557,-0.1464851998813891,0.2838822043954264,5,0.294117659330368
48,5,8,10uMmg132,0.7607843279838562,0.6810638402089412,0.1137254908680915,0.9570572574042808,0.0314072637567254,0.0313725508749485,-0.117378171019885,0.5753204667649567,2,0.1921568661928177
49,6,1,10uMmg132,0.7058823704719543,0.7636310752078073,0.1019607856869697,0.958376740574824,0.0284457072124217,0.0313725508749485,-0.1223968717112094,0.5069320797439139,3,0.1823529452085495
50,6,2,10uMmg132,0.6274510025978088,1.1288364164860305,0.0823529437184333,0.9833205409583632,0.0290357965584837,0.0352941192686557,-0.1867525936208384,0.2447039590061228,1,0.4431372582912445
51,6,3,10uMmg132,0.4862745106220245,1.016156627944078,0.0823529437184333,0.9797248153138554,0.0265662316820081,0.0313725508749485,-0.1736454470219201,0.2276161915456362,6,0.3450980484485626
52,6,4,10uMmg132,0.6392157077789307,0.7952309233564151,0.0549019612371921,0.979469324233881,0.0202184596155678,0.0313725508749485,-0.211453133081914,0.2699223538657166,3,0.2705882489681244
53,6,5,10uMmg132,0.5882353186607361,0.981356164231283,0.0901960805058479,0.9854672871473172,0.0220345370089639,0.0352941192686557,-0.2007583409437234,0.3900317653150838,3,0.2823529541492462
54,6,6,10uMmg132,0.5686274766921997,0.8274080862217825,0.0823529437184333,0.9902030098724172,0.0273486375152736,0.039215687662363,-0.1936134223527823,0.1891909543088644,3,0.3411764800548553
55,6,7,10uMmg132,0.5372549295425415,0.9804373475925826,0.0823529437184333,0.9631241549428508,0.0249283993854134,0.0313725508749485,-0.1572923021161505,0.1309497489905198,2,0.3362745195627212
56,6,8,10uMmg132,0.5568627715110779,0.5815438489894029,0.062745101749897,0.9876419810307432,0.0303418498866598,0.039215687662363,-0.1444742772861157,0.7736280847949082,5,0.1882352977991104
57,6,9,10uMmg132,0.5647059082984924,1.173910926875413,0.0705882385373115,0.9757411257977008,0.0204750921004882,0.0313725508749485,-0.2272036045041625,0.1903884292451891,6,0.3627451062202453
58,6,10,10uMmg132,0.6745098233222961,0.6743122793279609,0.0705882385373115,0.9862196953013216,0.0212662754089666,0.0352941192686557,-0.1769081594585472,0.3873306620679034,6,0.2284313738346099
59,6,11,10uMmg132,0.6666666865348816,0.5851579713227132,0.1137254908680915,0.9679392862949192,0.0309630798617019,0.0313725508749485,-0.1285710307515159,0.3586779067588541,4,0.1862745136022567
60,6,12,10uMmg132,0.6509804129600525,0.8385518658234555,0.0588235296308994,0.9843710613922736,0.0256883332461591,0.0352941192686557,-0.1977237322949192,0.3330625078313534,2,0.2843137383460998
61,6,13,10uMmg132,0.7607843279838562,0.6202717673790414,0.0666666701436042,0.9893793729274596,0.0231657262570575,0.039215687662363,-0.2048629346058021,0.613285235294863,3,0.2705882489681244
62,6,14,10uMmg132,0.7686274647712708,1.2509221855443702,0.105882354080677,0.934403255570521,0.0337905313163484,0.027450980618596,-0.1468643086139689,0.2227542376708921,3,0.3441176563501358
63,6,15,10uMmg132,0.5843137502670288,0.7027264159634965,0.0588235296308994,0.973503079493884,0.028468901999376,0.0313725508749485,-0.1690826993818632,0.4573347911507577,4,0.2039215713739395
64,6,16,10uMmg132,0.6549019813537598,0.7951057328505071,0.0666666701436042,0.9827895304563598,0.0243101116126984,0.0352941192686557,-0.1878211236901638,0.2801965295027266,7,0.2450980395078659
65,7,1,10uMmg132,0.6078431606292725,0.6653302893631071,0.0666666701436042,0.9790511037123016,0.0302449564793337,0.0352941192686557,-0.1722797318154464,0.6314079751123916,11,0.1019607856869697
66,7,2,10uMmg132,0.6509804129600525,0.5186874328493947,0.0705882385373115,0.9865711190054972,0.0259175643989033,0.0352941192686557,-0.1102176107107271,0.8582268136706868,9,0.124509809538722
67,7,3,10uMmg132,0.7137255072593689,0.6042414107290291,0.0705882385373115,0.9775496641620406,0.0355890463597537,0.0352941192686557,-0.1454118250670275,0.5708548069422597,2,0.2078431397676468
68,7,4,10uMmg132,0.5372549295425415,0.7919063732474841,0.0549019612371921,0.9695742783405846,0.0319738305629846,0.0313725508749485,-0.1411179654797874,0.4558412424241647,4,0.2039215713739395
69,7,5,10uMmg132,0.529411792755127,0.7096601410082837,0.0588235296308994,0.977249899773147,0.0333273526977221,0.0352941192686557,-0.1667966100691106,0.4386987314986829,3,0.2186274528503418
70,7,6,10uMmg132,0.6784313917160034,0.5859396748211728,0.0745098069310188,0.989408136035343,0.0211280725182745,0.0372549034655094,-0.1248548170605964,0.7879444250819188,26,0.0813725516200065
71,7,7,10uMmg132,0.7450980544090271,0.6047209423849227,0.1333333402872085,0.9918101992876164,0.0215155246680303,0.0431372560560703,-0.0748137787079318,0.9698333161692676,9,0.1411764770746231
72,7,8,10uMmg132,0.6745098233222961,0.8636446551625881,0.0470588244497776,0.981600155524628,0.0270231514158526,0.0352941192686557,-0.21185899238248,0.4224797487841353,1,0.2745098173618316
73,7,9,10uMmg132,0.8078431487083435,0.5661933317014844,0.0941176488995552,0.9931474173220332,0.0255419086584126,0.039215687662363,-0.123017847925027,0.6334930087109927,6,0.0823529437184333
74,7,10,10uMmg132,0.6000000238418579,1.0117075170569425,0.0588235296308994,0.9835002336506592,0.0223783663370896,0.0352941192686557,-0.1989061243584868,0.2838616276291391,4,0.2705882489681244
75,8,1,10uMmg132,0.4666666686534881,0.9022029183868976,0.062745101749897,0.985530921944838,0.0218700377243365,0.039215687662363,-0.1806196426929846,0.3939491328250051,9,0.2666666805744171
76,8,2,10uMmg132,0.7803921699523926,0.864148516228496,0.0941176488995552,0.9863940330319708,0.0258076862519554,0.0352941192686557,-0.145293910611938,0.283416167766547,9,0.2862745225429535
77,8,3,10uMmg132,0.6431372761726379,0.9107558637588874,0.0784313753247261,0.984169848336076,0.0209510111695009,0.0352941192686557,-0.1997455391218864,0.3872626288578483,3,0.3254902064800262
78,8,4,10uMmg132,0.5764706134796143,0.933672730163438,0.062745101749897,0.99487124696991,0.0219815649322634,0.039215687662363,-0.2041670295859932,0.4129545768874972,5,0.2676470726728439
79,8,5,10uMmg132,0.5686274766921997,0.8245877360496546,0.0823529437184333,0.9884400188186764,0.0258873641846341,0.039215687662363,-0.1640819706596412,0.3873297779302849,10,0.2235294133424759
80,8,6,10uMmg132,0.7568627595901489,0.8888181322292443,0.0745098069310188,0.987073780619901,0.0199858036229729,0.039215687662363,-0.2114710711641086,0.547695148915675,7,0.2039215713739395
81,8,7,10uMmg132,0.5215686559677124,0.5940547134139723,0.0705882385373115,0.9809150328709106,0.0328975384467672,0.0352941192686557,-0.1276754656874563,0.5016956083643687,7,0.1647058874368667
82,8,8,10uMmg132,0.6823529601097107,0.5165683121664935,0.0745098069310188,0.9667117729948942,0.0299845471449227,0.0313725508749485,-0.1277965807518184,0.6021083529844091,10,0.1019607856869697
83,8,9,10uMmg132,0.5215686559677124,0.5357684738908234,0.039215687662363,0.9628335615849074,0.0220176093855314,0.0313725508749485,-0.1188662486802328,0.7167661547508745,3,0.168627455830574
84,8,10,10uMmg132,0.6823529601097107,0.5358015053079546,0.105882354080677,0.9706723893856632,0.0199653697815878,0.0313725508749485,-0.1433969822785373,0.4319424468565708,2,0.2029411792755127
85,8,11,10uMmg132,0.5254902243614197,0.7503159004423665,0.0705882385373115,0.98541734189476,0.0242313915207561,0.039215687662363,-0.1794014082390229,0.7920330769064218,9,0.147058829665184
86,8,12,10uMmg132,0.6431372761726379,0.4575578869874429,0.0745098069310188,0.9563005482880368,0.0307775838104911,0.0313725508749485,-0.1076026896665509,0.523629537434654,11,0.0784313753247261
87,8,13,10uMmg132,0.9411764740943908,0.5951259254216315,0.0470588244497776,0.9828871570402956,0.0244519325853778,0.0352941192686557,-0.1440188765008121,0.5031595773506654,11,0.2058823555707931
88,8,14,10uMmg132,0.5921568870544434,0.6776099329729803,0.0823529437184333,0.980580685045476,0.0201574841799767,0.0352941192686557,-0.1522722535998019,0.5007904356150332,4,0.1843137294054031
89,9,1,10uMmg132,0.5529412031173706,0.7862697456214103,0.0666666701436042,0.9729015902832816,0.0224273280643321,0.0352941192686557,-0.1231124867857377,0.6446188725642109,2,0.2019607871770858
90,9,2,10uMmg132,0.7372549176216125,0.6495137137152237,0.0705882385373115,0.98715819781505,0.0329998551982459,0.039215687662363,-0.1124111441575324,0.8094127896084381,11,0.168627455830574
91,9,3,10uMmg132,0.6666666865348816,0.640012773579604,0.0549019612371921,0.967077918058406,0.0288061029502773,0.0313725508749485,-0.1688598056015145,0.4480824954521811,4,0.1862745136022567
92,9,4,10uMmg132,0.5882353186607361,1.090521499555198,0.0549019612371921,0.9827201785358008,0.0224085915790228,0.0352941192686557,-0.1968836050132938,0.3556947064425917,19,0.2274509817361831
93,9,5,10uMmg132,0.6784313917160034,0.923726327151513,0.0705882385373115,0.985215940526463,0.0296179017467809,0.0352941192686557,-0.1279131806515647,0.2017286164326814,14,0.1333333402872085
94,9,6,10uMmg132,0.6941176652908325,0.517603781187098,0.0823529437184333,0.9605838280793346,0.0226746114361859,0.0313725508749485,-0.1123390316408099,0.6191074565092898,8,0.105882354080677
95,9,7,10uMmg132,0.658823549747467,0.5390463940651985,0.0901960805058479,0.9801696185497812,0.0265616581233326,0.0352941192686557,-0.1103211243053215,0.8438042888549052,9,0.1186274513602256
96,9,8,10uMmg132,0.7490196228027344,0.6561006757077752,0.0823529437184333,0.9784790981021853,0.024967319857461,0.0352941192686557,-0.177585877251671,0.3984794424222425,2,0.2000000029802322
97,9,9,10uMmg132,0.5176470875740051,0.7544351361481295,0.0666666701436042,0.9828456106395425,0.0241421551625552,0.039215687662363,-0.140881863763815,0.5835459859137588,10,0.1696078479290008
98,9,10,10uMmg132,0.5921568870544434,0.6175448002938119,0.0980392172932624,0.982434992406614,0.0254904829947737,0.0352941192686557,-0.1758910892644342,0.5020260135752631,4,0.1725490242242813
99,9,11,10uMmg132,0.7019608020782471,0.5003657453516505,0.0588235296308994,0.9923017706392272,0.02311458584405,0.039215687662363,-0.113023898895266,0.90348988607153,4,0.1382353007793426
100,9,12,10uMmg132,0.6666666865348816,0.7065402283389022,0.0666666701436042,0.9794316316750128,0.0220099106190142,0.0352941192686557,-0.1944937268623034,0.3699763592345027,10,0.1833333373069763
101,9,13,10uMmg132,0.729411780834198,0.8915321061102291,0.0784313753247261,0.9875770417046535,0.0244165821408133,0.039215687662363,-0.167280430669669,0.6266133231029033,15,0.1215686276555061
102,9,14,10uMmg132,0.7568627595901489,0.6409749654597251,0.1137254908680915,0.9833584861019344,0.0270617936947584,0.0352941192686557,-0.1272477265181627,0.6651711111865868,5,0.2196078449487686
103,9,15,10uMmg132,0.6666666865348816,0.9266574259278412,0.0705882385373115,0.9824362607689744,0.0285782945287821,0.0352941192686557,-0.1752730118694738,0.5179425366524784,5,0.1803921610116958
104,9,16,10uMmg132,0.658823549747467,0.60342523440984,0.0901960805058479,0.9854496391036062,0.024280425955799,0.0352941192686557,-0.1524428657201259,0.349097248202622,5,0.211764708161354
105,9,17,10uMmg132,0.5921568870544434,0.6826568496752343,0.0666666701436042,0.9823576187030496,0.0255788513239991,0.0352941192686557,-0.1623144816528922,0.5513285666524439,6,0.1676470637321472
106,9,18,10uMmg132,0.5372549295425415,0.6312921587731566,0.0705882385373115,0.9858338700691128,0.019125198067877,0.039215687662363,-0.1532967728527999,0.5245382153732578,14,0.1764705926179886
107,9,19,10uMmg132,0.5921568870544434,0.8867099198506022,0.062745101749897,0.9853870459403028,0.02456405121468,0.0352941192686557,-0.1855760119662377,0.271201715321495,7,0.105882354080677
108,10,1,10uMmg132,0.615686297416687,0.9108418050057352,0.0705882385373115,0.9957143622154628,0.0375999712706216,0.039215687662363,-0.119168044730892,0.3091840464045138,24,0.0980392172932624
109,10,2,10uMmg132,0.658823549747467,0.5541010818897644,0.105882354080677,0.9918912656979836,0.0230941027976312,0.0352941192686557,-0.1614409690003545,0.5140631917077649,1,0.1803921610116958
110,10,3,10uMmg132,0.6196078658103943,0.6455437389927914,0.4000000059604645,0.991055989444344,0.027388027345665,0.0352941192686557,-0.0553110784676431,0.9526396597978044,2,0.0745098069310188
111,10,4,10uMmg132,0.6000000238418579,1.1581139551205446,0.0549019612371921,0.9875451988196404,0.0324937285276368,0.0352941192686557,-0.1657932752100225,0.3427378101100755,1,0.239215686917305
112,10,5,10uMmg132,0.6196078658103943,0.6290817639571136,0.0666666701436042,0.99683360021783,0.0230115088601008,0.039215687662363,-0.072788184752919,0.8911795346626447,11,0.1333333402872085
113,10,6,10uMmg132,0.8274509906768799,0.5988627154456816,0.0862745121121406,0.9946858520691682,0.0210764391916095,0.0352941192686557,-0.1475623676395881,0.4683981387721014,7,0.1607843190431594
114,10,7,10uMmg132,0.5960784554481506,0.8650497297894444,0.0705882385373115,0.999250406917104,0.0246712481857844,0.0470588244497776,-0.1152333430211046,0.5377254161422659,19,0.1558823585510254
115,11,1,10uMmg132,0.5921568870544434,0.7233520435395104,0.0745098069310188,0.979661265124516,0.0303871016774005,0.0352941192686557,-0.1275864015626568,0.2651138133781787,10,0.2274509817361831
116,11,2,10uMmg132,0.615686297416687,0.6569163230100222,0.0784313753247261,0.9754227054835662,0.0317772352177562,0.0313725508749485,-0.1879626841512811,0.4584149861448788,2,0.2196078449487686
117,11,3,10uMmg132,0.5764706134796143,0.5099451192933473,0.0823529437184333,0.9740541847433688,0.0208812009778581,0.0313725508749485,-0.1573491660968024,0.7585353247546677,11,0.0862745121121406
118,11,4,10uMmg132,0.5529412031173706,0.9444459616684316,0.0862745121121406,0.9916945661278472,0.0273307907025193,0.039215687662363,-0.1818882576517747,0.3226644842844237,7,0.283333346247673
119,11,5,10uMmg132,0.729411780834198,0.9027968009866336,0.0823529437184333,0.9827686917470814,0.0264313627921875,0.0352941192686557,-0.1721401882619203,0.2807954722512955,6,0.2558823674917221
120,11,6,10uMmg132,0.7254902124404907,0.9691779050728208,0.0901960805058479,0.9929498565976992,0.0261417798308778,0.0431372560560703,-0.1775135635083992,0.2143108373659463,12,0.2529411911964416
121,11,7,10uMmg132,0.4941176474094391,0.7081502610541986,0.062745101749897,0.9703521957485548,0.0228199354376224,0.0313725508749485,-0.1595409672659025,0.4967765995596028,14,0.1705882400274276
122,11,8,10uMmg132,0.6039215922355652,0.932650488590786,0.062745101749897,0.9900124844742396,0.0219669872170532,0.039215687662363,-0.2153159669464693,0.551945973669163,18,0.1323529481887817
123,12,1,10uMmg132,0.5803921818733215,0.8701680017339128,0.0941176488995552,0.9817870543962748,0.0311951111337223,0.0352941192686557,-0.1241078296902933,0.2049288306960511,4,0.3137255012989044
124,12,2,10uMmg132,0.5607843399047852,0.5255773497333027,0.0705882385373115,0.9603143200181804,0.0242436820386294,0.0313725508749485,-0.130793025126251,0.3737376679900606,3,0.1941176503896713
125,12,3,10uMmg132,0.5803921818733215,0.925206771090254,0.0549019612371921,0.9827301202079834,0.0245150955384709,0.0352941192686557,-0.1831879719671254,0.2414575398282969,3,0.2911764830350876
126,12,4,10uMmg132,0.5921568870544434,0.9331917779914292,0.0745098069310188,0.98989137785825,0.0207009616509755,0.0431372560560703,-0.1625129835864848,0.4312554398835475,5,0.2411764711141586
127,12,5,10uMmg132,0.6313725709915161,0.6022623310599925,0.0901960805058479,0.988771404596228,0.0262699378394169,0.039215687662363,-0.1680984012429554,0.4829455022949487,7,0.2588235437870025
128,12,6,10uMmg132,0.4862745106220245,0.7153540158607187,0.0588235296308994,0.987209227524146,0.024239360751292,0.039215687662363,-0.1607585602668336,0.5869317046691506,5,0.2196078449487686
129,12,7,10uMmg132,0.5098039507865906,1.0368303749860717,0.0549019612371921,0.9836702022540136,0.0270301465589005,0.0352941192686557,-0.1800596578168481,0.1850702508717606,5,0.261764720082283
130,12,8,10uMmg132,0.9882352948188782,1.918728163165886,0.1960784345865249,0.9405904731560052,0.0301668201051521,0.027450980618596,-0.191572391407497,0.1782974884606928,2,0.3823529481887817
131,12,9,10uMmg132,0.5921568870544434,0.8921628919574421,0.0901960805058479,0.9895435995326888,0.0302912697478947,0.0352941192686557,-0.172918134250976,0.2119258004839478,6,0.2803921699523926
132,12,10,10uMmg132,0.6549019813537598,1.0867793176934872,0.062745101749897,0.9882583171493192,0.0272040379015559,0.039215687662363,-0.2277901180844884,0.2749680252038876,11,0.2078431397676468
133,12,11,10uMmg132,0.6431372761726379,1.0815866544189126,0.0745098069310188,0.9911076530499076,0.0220793452078203,0.039215687662363,-0.1871648243088942,0.2366288202843165,16,0.3205882459878921
134,13,1,10uMmg132,0.5490196347236633,0.7909671798745982,0.062745101749897,0.980738047443696,0.0229916248743824,0.0352941192686557,-0.1629819806897967,0.3020867430957286,2,0.2441176474094391
135,13,2,10uMmg132,0.5529412031173706,0.5897016792602499,0.062745101749897,0.9606099899177136,0.0247541222198531,0.0313725508749485,-0.1475464484668867,0.436390109550024,5,0.1607843190431594
136,13,3,10uMmg132,0.545098066329956,0.9625631324340176,0.0666666701436042,0.988385511775848,0.0282465645427925,0.0352941192686557,-0.2215448523453845,0.2872923411631679,5,0.3098039329051971
137,13,4,10uMmg132,0.7568627595901489,0.8602054909505328,0.0705882385373115,0.9896892454148282,0.024654022531637,0.039215687662363,-0.161643980968579,0.2831550807687374,4,0.3450980484485626
